entrez_id	gene_name
10393	ANAPC10
6328	SCN3A
5045	FURIN
1601	DAB2
321	APBA2
322	APBB1
1600	DAB1
10048	RANBP9
89780	WNT3A
23621	BACE1
5159	PDGFRB
10755	GIPC1
712	C1QA
713	C1QB
714	C1QC
773	CACNA1A
799	CALCR
7057	THBS1
4323	MMP14
7184	HSP90B1
10987	COPS5
4854	NOTCH3
12	SERPINA3
8666	EIF3G
8667	EIF3H
1991	ELANE
64714	PDIA2
2157	F8
2158	F9
2220	FCN2
5329	PLAUR
4192	MDK
6498	SKIL
3263	HPX
4023	LPL
5327	PLAT
5054	SERPINE1
7076	TIMP1
4043	LRPAP1
4153	MBL2
5313	PKLR
3990	LIPC
23542	MAPK8IP2
4057	LTF
9479	MAPK8IP1
3732	CD82
56899	ANKS1B
54862	CC2D1A
116519	APOA5
9270	ITGB1BP1
9722	NOS1AP
55743	CHFR
163590	TOR1AIP2
64359	NXN
55022	PID1
55188	RIC8B
4325	MMP16
4324	MMP15
4326	MMP17
1404	HAPLN1
63827	BCAN
4018	LPA
2006	ELN
1280	COL2A1
6354	CCL7
11096	ADAMTS5
7078	TIMP3
176	ACAN
2149	F2R
6357	CCL13
6347	CCL2
8600	TNFSF11
1215	CMA1
23279	NUP160
4927	NUP88
5903	RANBP2
10594	PRPF8
51428	DDX41
1659	DHX8
10284	SAP18
6628	SNRPB
6631	SNRPC
6635	SNRPE
23524	SRRM2
7756	ZNF207
3728	JUP
5216	PFN1
59	ACTA2
81027	TUBB1
10576	CCT2
7203	CCT3
908	CCT6A
10574	CCT7
1277	COL1A1
1293	COL6A3
3183	HNRNPC
3308	HSPA4
3918	LAMC2
6950	TCP1
7273	TTN
55835	CENPJ
5518	PPP2R1A
7040	TGFB1
9184	BUB3
5501	PPP1CC
11100	HNRNPUL1
8454	CUL1
64682	ANAPC1
8218	CLTCL1
6383	SDC2
5584	PRKCI
4790	NFKB1
92609	TIMM50
7818	DAP3
5111	PCNA
6566	SLC16A1
2260	FGFR1
10075	HUWE1
9817	KEAP1
6737	TRIM21
10131	TRAP1
9076	CLDN1
80781	COL18A1
1294	COL7A1
10605	PAIP1
6387	CXCL12
1634	DCN
3006	H1-2
1737	DLAT
5160	PDHA1
5161	PDHA2
5162	PDHB
1796	DOK1
1832	DSP
4131	MAP1B
1936	EEF1D
3958	LGALS3
3814	KISS1
3030	HADHA
10808	HSPH1
7058	THBS2
3757	KCNH2
3934	LCN2
8566	PDXK
7295	TXN
7077	TIMP2
83593	RASSF5
51377	UCHL5
6788	STK3
6789	STK4
10165	SLC25A13
57599	WDR48
1475	CSTA
10598	AHSA1
219	ALDH1B1
23192	ATG4B
1503	CTPS1
54431	DNAJC10
1917	EEF1A2
388698	FLG2
2631	NIPSNAP2
2670	GFAP
2821	GPI
3028	HSD17B10
22824	HSPA4L
3310	HSPA6
3860	KRT13
3861	KRT14
3868	KRT16
3849	KRT2
112802	KRT71
51350	KRT76
3857	KRT9
4282	MIF
4521	NUDT1
10606	PAICS
10935	PRDX3
27288	RBMXL2
10342	TFG
7053	TGM3
54958	TMEM160
29896	TRA2A
284695	ZNF326
81631	MAP1LC3B
191	AHCY
57470	LRRC47
56897	WRNIP1
221937	FOXK1
553115	PEF1
271	AMPD2
270	AMPD1
272	AMPD3
2312	FLG
23113	CUL9
8836	GGH
2739	GLO1
23239	PHLPP1
10635	RAD51AP1
219333	USP12
10072	DPP3
825	CAPN3
64386	MMP25
5858	PZP
6695	SPOCK1
7079	TIMP4
222663	SCUBE3
6355	CCL8
6696	SPP1
50859	SPOCK3
356	FASLG
977	CD151
1839	HBEGF
4155	MBP
7369	UMOD
1278	COL1A2
1282	COL4A1
1284	COL4A2
1285	COL4A3
1286	COL4A4
1287	COL4A5
1288	COL4A6
374	AREG
3576	CXCL8
685	BTC
2919	CXCL1
6374	CXCL5
6372	CXCL6
4224	MEP1A
4225	MEP1B
1462	VCAN
5552	SRGN
5645	PRSS2
8434	RECK
56547	MMP26
8086	AAAS
8815	BANF1
3159	HMGA1
57122	NUP107
55746	NUP133
9972	NUP153
9631	NUP155
23511	NUP188
23165	NUP205
8021	NUP214
129401	NUP35
79023	NUP37
348995	NUP43
53371	NUP54
23636	NUP62
79902	NUP85
9688	NUP93
4928	NUP98
9818	NUP58
11097	NUP42
9883	POM121
11168	PSIP1
8480	RAE1
81929	SEH1L
7175	TPR
7514	XPO1
5966	REL
9636	ISG15
4738	NEDD8
7341	SUMO1
1642	DDB1
4620	MYH2
1495	CTNNA1
255626	H2BC1
4001	LMNB1
22985	ACIN1
10421	CD2BP2
51747	LUC7L3
4116	MAGOH
10465	PPIH
9129	PRPF3
10250	SRRM1
8971	H1-10
10514	MYBBP1A
55131	RBM28
6161	RPL32
6133	RPL9
7150	TOP1
86	ACTL6A
5977	DPF2
2010	EMD
3065	HDAC1
3066	HDAC2
8841	HDAC3
3024	H1-1
9219	MTA2
5928	RBBP4
5933	RBL1
79595	SAP130
6595	SMARCA2
6601	SMARCC2
6605	SMARCE1
7529	YWHAB
7531	YWHAE
11198	SUPT16H
1454	CSNK1E
5108	PCM1
7533	YWHAH
2483	FRG1
84844	PHF5A
22913	RALY
324	APC
8312	AXIN1
10919	EHMT2
6418	SET
5423	POLB
60489	APOBEC3G
54840	APTX
8208	CHAF1B
7290	HIRA
8473	OGT
9821	RB1CC1
9656	MDC1
5982	RFC2
6117	RPA1
6118	RPA2
6119	RPA3
522	ATP5PF
535	ATP6V0A1
525	ATP6V1B1
5983	RFC3
5985	RFC5
571	BACH1
3836	KPNA1
221496	LEMD2
7112	TMPO
6596	HLTF
140735	DYNLL2
11335	CBX3
8451	CUL4A
904	CCNT1
27297	CRCP
55703	POLR3B
10621	POLR3F
6167	RPL37
1810	DR1
11232	POLG2
5428	POLG
10589	DRAP1
1643	DDB2
7507	XPA
7508	XPC
51652	CHMP3
3161	HMMR
2495	FTH1
9698	PUM1
80331	DNAJC5
11284	PNKP
23404	EXOSC2
11340	EXOSC8
5394	EXOSC10
3009	H1-5
10081	PDCD7
55599	RNPC3
1997	ELF1
6688	SPI1
1982	EIF4G2
4437	MSH3
4926	NUMA1
2893	GRIA4
58155	PTBP2
10038	PARP2
26517	TIMM13
10490	VTI1B
23317	DNAJC13
286077	FAM83H
117246	FTSJ3
3295	HSD17B4
10963	STIP1
8545	CGGBP1
7555	CNBP
84365	NIFK
4332	MNDA
5937	RBMS1
6037	RNASE3
2746	GLUD1
5936	RBM4
11135	CDC42EP1
9696	CROCC
54726	OTUD4
55898	UNC45A
9274	BCL7C
4133	MAP2
55161	TMEM33
10951	CBX1
81610	FAM83D
83855	KLF16
84823	LMNB2
90362	FAM110B
10147	SUGP2
6282	S100A11
4070	TACSTD2
55035	NOL8
10658	CELF1
3428	IFI16
6665	SOX15
54978	SLC35F6
201931	TMEM192
165904	XIRP1
26502	NARF
9482	STX8
8556	CDC14A
84059	ADGRV1
8925	HERC1
11044	TENT4A
88745	RRP36
6942	TCF20
8502	PKP4
6304	SATB1
29087	THYN1
57403	RAB22A
129531	MITD1
1406	CRX
126299	ZNF428
3676	ITGA4
7412	VCAM1
10487	CAP1
8970	H2BC11
8340	H2BC13
8290	H3-4
5885	RAD21
10735	STAG2
7014	TERF2
8449	DHX16
22826	DNAJC8
4686	NCBP1
4809	SNU13
51645	PPIL1
9128	PRPF4
6636	SNRPF
8683	SRSF9
10915	TCERG1
52	ACP1
1212	CLTB
4301	AFDN
10969	EBNA1BP2
10528	NOP56
4736	RPL10A
6137	RPL13
9045	RPL14
6138	RPL15
6143	RPL19
6158	RPL28
6159	RPL29
6128	RPL6
6209	RPS15
7170	TPM3
10575	CCT4
22948	CCT5
9643	MORF4L2
5297	PI4KA
6597	SMARCA4
10971	YWHAQ
4635	MYL4
1017	CDK2
1387	CREBBP
5432	POLR2C
11004	KIF2C
23063	WAPL
204	AK2
5970	RELA
10728	PTGES3
7534	YWHAZ
2963	GTF2F2
23607	CD2AP
7334	UBE2N
5296	PIK3R2
8301	PICALM
867	CBL
29924	EPN1
58513	EPS15L1
2060	EPS15
54205	CYCS
23513	SCRIB
328	APEX1
7525	YES1
1786	DNMT1
6667	SP1
27043	PELP1
23523	CABIN1
8091	HMGA2
79711	IPO4
6767	ST13
29855	UBN1
1386	ATF2
9555	MACROH2A1
3725	JUN
5451	POU2F1
509	ATP5F1C
521	ATP5ME
539	ATP5PO
28998	MRPL13
9801	MRPL19
28957	MRPS28
65993	MRPS34
64968	MRPS6
5684	PSMA3
28996	HIPK2
7157	TP53
4175	MCM6
1399	CRKL
10985	GCN1
7153	TOP2A
6256	RXRA
57498	KIDINS220
171568	POLR3H
51684	SUFU
4800	NFYA
4801	NFYB
4802	NFYC
3276	PRMT1
51386	EIF3L
22907	DHX30
8850	KAT2B
823	CAPN1
826	CAPNS1
2107	ETF1
2197	FAU
6227	RPS21
6192	RPS4Y1
4998	ORC1
4999	ORC2
23594	ORC6
5468	PPARG
5914	RARA
2812	GP1BB
6047	RNF4
23352	UBR4
57805	CCAR2
4176	MCM7
2319	FLOT2
1051	CEBPB
1207	CLNS1A
5916	RARG
3636	INPPL1
5049	PAFAH1B2
5050	PAFAH1B3
51116	MRPS2
23644	EDC4
4722	NDUFS3
6386	SDCBP
1977	EIF4E
9669	EIF5B
6722	SRF
85439	STON2
7791	ZYX
2288	FKBP4
23193	GANAB
6717	SRI
3099	HK2
3956	LGALS1
9588	PRDX6
3046	HBE1
221613	H2AC1
3659	IRF1
57510	XPO5
22937	SCAP
5087	PBX1
3945	LDHB
6279	S100A8
6494	SIPA1
4698	NDUFA5
4704	NDUFA9
4719	NDUFS1
4729	NDUFV2
5481	PPID
399687	MYO18A
5452	POU2F2
1728	NQO1
9924	PAN2
5682	PSMA1
5685	PSMA4
5686	PSMA5
5687	PSMA6
5690	PSMB2
5691	PSMB3
5693	PSMB5
5694	PSMB6
5705	PSMC5
5706	PSMC6
5717	PSMD11
5718	PSMD12
5719	PSMD13
5709	PSMD3
5715	PSMD9
10197	PSME3
8624	PSMG1
56984	PSMG2
9958	USP15
6389	SDHA
6390	SDHB
6391	SDHC
6392	SDHD
6278	S100A7
31	ACACA
32	ACACB
38	ACAT1
39	ACAT2
217	ALDH2
224	ALDH3A2
223	ALDH9A1
23560	GTPBP4
3336	HSPE1
3843	IPO5
23392	ECPAS
3880	KRT19
3853	KRT6A
23367	LARP1
4191	MDH2
23195	MDN1
55226	NAT10
8761	PABPC4
5579	PRKCB
10483	SEC23B
126353	MISP
5230	PGK1
5832	ALDH18A1
10989	IMMT
54938	SARS2
6576	SLC25A1
6897	TARS1
57176	VARS2
8565	YARS1
16	AARS1
6059	ABCE1
23	ABCF1
54507	ADAMTSL4
3267	AGFG1
1645	AKR1C1
26057	ANKRD17
10541	ANP32B
440	ASNS
11273	ATXN2L
9532	BAG2
7917	BAG6
644	BLVRA
645	BLVRB
28969	BZW2
1193	CLIC2
53405	CLIC5
23019	CNOT1
1312	COMT
7266	DNAJC7
1983	EIF5
23344	ESYT1
57488	ESYT2
2222	FDFT1
83706	FERMT3
2539	G6PD
2618	GART
10539	GLRX3
373156	GSTK1
9446	GSTO1
94239	H2AZ2
50809	HP1BP3
3422	IDI1
91734	IDI2
50618	ITSN2
3927	LASP1
3936	LCP1
23499	MACF1
4154	MBNL1
4354	MPP1
51154	MRTO4
4677	NARS1
55651	NHP2
29789	OLA1
5036	PA2G4
9141	PDCD5
10611	PDLIM5
4860	PNP
5464	PPA1
5634	PRPS2
23215	PRRC2C
25930	PTPN23
5831	PYCR1
125950	RAVER1
1104	RCC1
6050	RNH1
6301	SARS1
9733	SART3
6513	SLC2A1
6723	SRM
3925	STMN1
7086	TKT
10953	TOMM34
23170	TTLL12
59286	UBL5
7371	UCK2
51096	UTP18
134430	WDR36
121642	ALKBH2
54865	GPATCH4
6296	ACSM3
80347	COASY
1512	CTSH
2098	ESD
10434	LYPLA1
28992	MACROD1
10654	PMVK
1105	CHD1
55907	CMAS
10725	NFAT5
55170	PRMT6
1820	ARID3A
10620	ARID3B
57215	THAP11
3651	PDX1
29803	REPIN1
6662	SOX9
5511	PPP1R8
4212	MEIS2
23492	CBX7
5453	POU3F1
215	ABCD1
5825	ABCD3
5824	PEX19
9416	DDX23
22938	SNW1
51366	UBR5
23191	CYFIP1
4644	MYO5A
4650	MYO9B
10787	NCKAP1
8936	WASF1
23332	CLASP1
9353	SLIT2
9968	MED12
9282	MED14
5469	MED1
29079	MED4
8335	H2AC4
8334	H2AC6
3013	H2AC7
3012	H2AC8
8331	H2AC14
3018	H2BC3
3017	H2BC5
85236	H2BC12
8342	H2BC14
8341	H2BC15
8348	H2BC17
8338	H2AC20
10111	RAD50
7013	TERF1
9716	AQR
10286	BCAS2
8896	BUD31
51755	CDK12
51503	CWC15
9879	DDX46
27336	HTATSF1
22916	NCBP2
5356	PLRG1
8899	PRP4K
24148	PRPF6
84991	RBM17
8175	SF3A2
10262	SF3B4
10285	SMNDC1
9410	SNRNP40
23013	SPEN
9984	THOC1
57187	THOC2
58	ACTA1
88	ACTN2
89	ACTN3
999	CDH1
2195	FAT1
4629	MYH11
4643	MYO1E
55299	BRIX1
26354	GNL3
55646	LYAR
4673	NAP1L1
11137	PWP1
6168	RPL37A
55681	SCYL2
6732	SRPK1
6949	TCOF1
8289	ARID1A
10902	BRD8
1308	COL17A1
10212	DDX39A
55929	DMAP1
1759	DNM1
1947	EFNB1
57634	EP400
2050	EPHB4
57459	GATAD2B
3913	LAMB2
53615	MBD3
10933	MORF4L1
55257	MRGBP
55193	PBRM1
5430	POLR2A
23186	RCOR1
9475	ROCK2
6598	SMARCB1
6602	SMARCD1
79718	TBL1XR1
8089	YEATS4
3621	ING1
4149	MAX
4609	MYC
25942	SIN3A
79084	WDR77
9564	BCAR1
818	CAMK2G
4632	MYL1
6790	AURKA
9738	CCP110
1639	DCTN1
5116	PCNT
7283	TUBG1
10426	TUBGCP3
27229	TUBGCP4
10120	ACTR1B
2280	FKBP1A
57154	SMURF1
11033	ADAP1
2784	GNB3
114	ADCY8
2775	GNAO1
2768	GNA12
9630	GNA14
5567	PRKACB
154	ADRB2
9368	NHERF1
156	GRK2
8726	EED
126961	H3C14
7090	TLE3
2036	EPB41L1
5431	POLR2B
5433	POLR2D
5438	POLR2I
3692	EIF6
10526	IPO8
8540	AGPS
8443	GNPAT
409	ARRB2
9212	AURKB
701	BUB1B
699	BUB1
57082	KNL1
991	CDC20
1063	CENPF
8379	MAD1L1
10403	NDC80
83540	NUF2
5516	PPP2CB
5527	PPP2R5C
151246	SGO2
220134	SKA1
348235	SKA2
7518	XRCC4
8450	CUL4B
843	CASP10
10846	PDE10A
50940	PDE11A
5136	PDE1A
5153	PDE1B
5137	PDE1C
5138	PDE2A
5139	PDE3A
5140	PDE3B
5141	PDE4A
5142	PDE4B
5144	PDE4D
8654	PDE5A
5145	PDE6A
5158	PDE6B
5147	PDE6D
5148	PDE6G
5150	PDE7A
27115	PDE7B
8622	PDE8B
8165	AKAP1
26993	AKAP8L
1147	CHUK
207	AKT1
5170	PDPK1
5894	RAF1
2810	SFN
10978	CLP1
51692	CPSF3
1477	CSTF1
1478	CSTF2
1479	CSTF3
51585	PCF11
55596	ZCCHC8
267	AMFR
79139	DERL1
830	CAPZA2
891	CCNB1
8881	CDC16
996	CDC27
79813	EHMT1
4088	SMAD3
7318	UBA7
11065	UBE2C
63893	UBE2O
10014	HDAC5
9641	IKBKE
4791	NFKB2
5537	PPP6C
122011	CSNK1A1L
8125	ANP32A
6281	S100A10
8906	AP1G2
408	ARRB1
2580	GAK
5286	PIK3C2A
5288	PIK3C2G
1808	DPYSL2
6196	RPS6KA2
8120	AP3B2
54518	APBB1IP
2931	GSK3A
3339	HSPG2
5425	POLD2
10714	POLD3
57804	POLD4
641	BLM
2189	FANCG
6921	ELOC
6923	ELOB
23166	STAB1
10910	SUGT1
2064	ERBB2
377	ARF3
4830	NME1
7074	TIAM1
397	ARHGDIB
9826	ARHGEF11
23365	ARHGEF12
5609	MAP2K7
4296	MAP3K11
9459	ARHGEF6
5058	PAK1
23028	KDM1A
8517	IKBKG
9266	CYTH2
4851	NOTCH1
7329	UBE2I
8520	HAT1
4678	NASP
57680	CHD8
8085	KMT2D
81887	LAS1L
5929	RBBP5
6045	RNF2
26168	SENP3
6880	TAF9
11091	WDR5
23528	ZNF281
6883	TAF12
23586	RIGI
29110	TBK1
2177	FANCD2
4361	MRE11
4439	MSH5
4683	NBN
7158	TP53BP1
477	ATP1A2
478	ATP1A3
480	ATP1A4
513	ATP5F1D
515	ATP5PB
10476	ATP5PD
9551	ATP5MF
10632	ATP5MG
80273	GRPEL1
10469	TIMM44
546	ATRX
6881	TAF10
27097	TAF5L
65003	MRPL11
6182	MRPL12
29088	MRPL15
29074	MRPL18
64976	MRPL40
64975	MRPL41
84545	MRPL43
51642	MRPL48
65005	MRPL9
64963	MRPS11
6183	MRPS12
63931	MRPS14
64960	MRPS15
51021	MRPS16
51373	MRPS17
28973	MRPS18B
51023	MRPS18C
56945	MRPS22
64949	MRPS26
23107	MRPS27
10240	MRPS31
60488	MRPS35
51081	MRPS7
8452	CUL3
64343	AZI2
10010	TANK
2923	PDIA3
580	BARD1
5702	PSMC3
10273	STUB1
55740	ENAH
581	BAX
637	BID
4173	MCM4
4772	NFATC1
4773	NFATC2
9844	ELMO1
63916	ELMO2
8493	PPM1D
22828	SCAF8
3551	IKBKB
6885	MAP3K7
7189	TRAF6
23770	FKBP8
6257	RXRB
57504	MTA3
9557	CHD1L
3070	HELLS
6015	RING1
613	BCR
7133	TNFRSF1B
8717	TRADD
8405	SPOP
7528	YY1
80829	ZFP91
9577	BABAM2
55215	FANCI
26512	INTS6
23476	BRD4
1025	CDK9
2975	GTF3C1
2976	GTF3C2
9330	GTF3C3
9329	GTF3C4
9328	GTF3C5
25885	POLR1A
129685	TAF8
6621	SNAPC4
8140	SLC7A5
3084	NRG1
3654	IRAK1
55294	FBXW7
7465	WEE1
8500	PPFIA1
3845	KRAS
8453	CUL2
824	CAPN2
64170	CARD9
23049	SMG1
836	CASP3
5422	POLA1
23649	POLA2
5427	POLE2
56655	POLE4
5426	POLE
5557	PRIM1
5558	PRIM2
23595	ORC3
1018	CDK3
10025	MED16
10849	POLR1G
2067	ERCC1
51497	NELFCD
284119	CAVIN1
8732	RNGTT
83860	TAF3
2896	GRN
7278	TUBA3C
10454	TAB1
1667	DEFA1
83737	ITCH
4734	NEDD4
9320	TRIP12
7337	UBE3A
23304	UBR2
2289	FKBP5
3895	KTN1
9020	MAP3K14
1794	DOCK2
81704	DOCK8
2664	GDI1
10188	TNK2
81620	CDT1
123169	LEO1
64866	CDCP1
2241	FER
80142	PTGES2
54815	GATAD2A
8189	SYMPK
55636	CHD7
51701	NLK
10523	CHERP
63922	CHTF18
8518	ELP1
3839	KPNA3
5971	RELB
6738	RO60
64210	MMS19
11218	DDX20
50628	GEMIN4
8192	CLPP
10845	CLPX
4848	CNOT2
4849	CNOT3
9125	CNOT9
85456	TNKS1BP1
9382	COG1
57511	COG6
8161	COIL
5034	P4HB
9318	COPS2
8533	COPS3
10980	COPS6
50813	COPS7A
64708	COPS7B
10920	COPS8
2874	GPS2
9611	NCOR1
1352	COX10
1327	COX4I1
9377	COX5A
1329	COX5B
1337	COX6A1
1340	COX6B1
1349	COX7B
1350	COX7C
1351	COX8A
1353	COX11
1355	COX15
10063	COX17
84701	COX4I2
125965	COX6B2
1345	COX6C
170712	COX7B2
341947	COX8C
10898	CPSF4
81608	FIP1L1
57117	INTS12
26173	INTS1
2274	FHL2
5479	PPIB
6295	SAG
10664	CTCF
2079	ERH
10013	HDAC6
23043	TNIK
51530	ZC3HC1
7384	UQCRC1
7385	UQCRC2
3491	CCN1
9265	CYTH3
6773	STAT2
11124	FAF1
54464	XRN1
55176	SEC61A2
6747	SSR3
6748	SSR4
79833	GEMIN6
5531	PPP4C
6638	SNRPN
10073	SNUPN
79109	MAPKAP1
55829	SELENOS
1676	DFFA
1677	DFFB
8525	DGKZ
54984	PINX1
4967	OGDH
8813	DPM1
54344	DPM3
23136	EPB41L3
4692	NDN
5331	PLCB3
8411	EEA1
9670	IPO13
8672	EIF4G3
2997	GYS1
51752	ERAP1
9612	NCOR2
2935	GSPT1
2108	ETFA
9156	EXO1
6728	SRP19
58477	SRPRB
6734	SRPRA
10979	FERMT2
11146	GLMN
2339	FNTA
2342	FNTB
6259	RYK
10298	PAK4
5589	PRKCSH
93649	MYOCD
3098	HK1
3101	HK3
2869	GRK5
5744	PTHLH
29979	UBQLN1
10026	PIGK
79888	LPCAT1
57144	PAK5
23310	NCAPD3
8204	NRIP1
6497	SKI
57169	ZNFX1
440689	H2BC18
8969	H2AC11
85235	H2AC12
8329	H2AC13
8330	H2AC15
8332	H2AC16
8336	H2AC17
92815	H2AC25
3419	IDH3A
3420	IDH3B
3421	IDH3G
5771	PTPN2
3488	IGFBP5
8471	IRS4
55272	IMP3
6720	SREBF1
6721	SREBF2
55233	MOB1A
26519	TIMM10
3993	LLGL2
3998	LMAN1
9351	NHERF2
25836	NIPBL
5292	PIM1
56922	MCCC1
64087	MCCC2
4976	OPA1
7182	NR2C2
2063	NR2F6
5378	PMS1
51079	NDUFA13
4697	NDUFA4
4702	NDUFA8
4710	NDUFB4
4720	NDUFS2
374291	NDUFS7
9918	NCAPD2
23397	NCAPH
4831	NME2
26155	NOC2L
65125	WNK1
5095	PCCA
5096	PCCB
10857	PGRMC1
51588	PIAS4
8396	PIP4K2B
64216	TFB2M
10940	POP1
10557	RPP38
96764	TGS1
5521	PPP2R2B
5565	PRKAB2
51422	PRKAG2
5563	PRKAA2
5692	PSMB4
5700	PSMC1
5701	PSMC2
5704	PSMC4
10213	PSMD14
5710	PSMD4
5711	PSMD5
9861	PSMD6
5713	PSMD7
23198	PSME4
29978	UBQLN2
7317	UBA1
79876	UBA5
6240	RRM1
50484	RRM2B
6241	RRM2
6613	SUMO2
6612	SUMO3
23387	SIK3
8604	SLC25A12
10558	SPTLC1
8802	SUCLG1
56993	TOMM22
9868	TOMM70
10549	PRDX4
10367	MICU1
22848	AAK1
10005	ACOT8
51	ACOX1
8310	ACOX3
56997	COQ8A
132	ADK
383	ARG1
384	ARG2
488	ATP2A2
84310	C7orf50
10241	CALCOCO2
57118	CAMK1D
10645	CAMKK2
847	CAT
8621	CDK13
117159	DCD
780	DDR1
3301	DNAJA1
1823	DSC1
23196	FAM120A
2617	GARS1
2673	GFPT1
9945	GFPT2
2804	GOLGB1
221092	HNRNPUL2
388697	HRNR
3423	IDS
3866	KRT15
3884	KRT33B
3851	KRT4
3854	KRT6B
3891	KRT85
23185	LARP4B
4140	MARK3
57787	MARK4
9833	MELK
9761	MLEC
4355	MPP2
8508	NIPSNAP1
64434	NOM1
4839	NOP2
4835	NQO2
9601	PDIA4
5585	PKN1
5493	PPL
51495	HACD3
5813	PURA
26056	RAB11FIP5
5955	RCN2
23235	SIK2
6780	STAU1
6836	SURF4
10959	TMED2
54732	TMED9
81542	TMX1
27332	ZNF638
10537	UBD
8079	MLF2
23650	TRIM29
10157	AASS
22	ABCB7
28976	ACAD9
33	ACADL
34	ACADM
37	ACADVL
23597	ACOT9
10939	AFG3L2
10840	ALDH1L1
27440	HDHD5
1376	CPT2
55794	DDX28
9093	DNAJA3
1891	ECH1
26284	ERAL1
85865	GTPBP10
23438	HARS2
3035	HARS1
3954	LETM1
4200	ME2
51102	MECR
4942	OAT
26073	POLDIP2
80324	PUS1
29920	PYCR2
94081	SFXN1
1468	SLC25A10
8402	SLC25A11
83733	SLC25A18
6832	SUPV3L1
10730	YME1L1
18	ABAT
30	ACAA1
157	GRK3
55326	AGPAT5
210	ALAD
229	ALDOB
230	ALDOC
327	APEH
393	ARHGAP4
84896	ATAD1
25923	ATL3
487	ATP2A1
489	ATP2A3
490	ATP2B1
491	ATP2B2
492	ATP2B3
813	CALU
833	CARS1
1116	CHI3L1
27159	CHIA
1118	CHIT1
1047	CLGN
55748	CNDP2
79585	CORO7
1374	CPT1A
55466	DNAJA4
10049	DNAJB6
51056	LAP3
60491	NIF3L1
1718	DHCR24
1717	DHCR7
92675	DTD1
23197	FAF2
23593	HEBP2
121457	IKBIP
3631	INPP4A
8821	INPP4B
55705	IPO9
10960	LMAN2
254531	LPCAT4
84230	LRRC8C
4542	MYO1F
3071	NCKAP1L
9520	NPEPPS
4898	NRDC
50814	NSDHL
26873	OPLAH
5042	PABPC3
5105	PCK1
5106	PCK2
11333	PDAP1
5236	PGM1
9373	PLAA
27068	PPA2
11272	PRR4
5834	PYGB
6051	RNPEP
51097	SCCPDH
11231	SEC63
5271	SERPINB8
81855	SFXN3
6510	SLC1A5
29957	SLC25A24
58472	SQOR
6888	TALDO1
9524	TECR
7167	TPI1
9319	TRIP13
7298	TYMS
10269	ZMPSTE24
10767	HBS1L
6449	SGTA
10270	AKAP8
10390	CEPT1
56994	CHPT1
11056	DDX52
56478	EIF4ENIF1
83903	HASPIN
3840	KPNA4
55930	MYO5C
4649	MYO9A
53918	PELO
5784	PTPN14
8036	SHOC2
81627	TRMT1L
7675	ZNF121
54443	ANLN
2120	ETV6
29915	HCFC2
112464	CAVIN3
51065	RPS27L
22941	SHANK2
23371	TNS2
84196	USP48
91452	ACBD5
57003	CCDC47
2181	ACSL3
81502	HM13
10424	PGRMC2
9375	TM9SF2
29767	TMOD2
51651	PTRH2
10813	UTP14A
9326	ZNHIT3
11001	SLC27A2
550	AUP1
1267	CNP
9149	DYRK1B
1894	ECT2
51144	HSD17B12
79751	SLC25A22
51703	ACSL5
51806	CALML5
3930	LBR
3948	LDHC
10797	MTHFD2
9	NAT1
10	NAT2
56926	NCLN
5238	PGM3
25953	PNKD
5742	PTGS1
5743	PTGS2
9997	SCO2
60682	SMAP1
26092	TOR1AIP1
27236	ARFIP1
9790	BMS1
6046	BRD2
29117	BRD7
9044	BTAF1
822	CAPG
29775	CARD10
55602	CDKN2AIP
11269	DDX19B
79009	DDX50
60678	EEFSEC
1998	ELF2
51575	ESF1
29109	FHOD1
23119	HIC2
55605	KIF21A
26119	LDLRAP1
222229	LRWD1
9053	MAP7
112939	NACC1
4782	NFIC
7026	NR2F2
143	PARP4
11187	PKP3
23126	POGZ
5546	PRCC
9050	PSTPIP2
23369	PUM2
56852	RAD18
129831	RBM45
5989	RFX1
5993	RFX5
55819	RNF130
6199	RPS6KB2
57619	SHROOM3
56916	SMARCAD1
166378	AFG2A
8428	STK24
55145	THAP1
7127	TNFAIP2
55720	TSR1
7272	TTK
5756	TWF1
23358	USP24
57418	WDR18
55339	WDR33
58525	WIZ
23214	XPO6
56252	YLPM1
64848	YTHDC2
201501	ZBTB7C
221154	MICU2
10493	VAT1
56052	ALG1
80777	CYB5B
1727	CYB5R3
25979	DHRS7B
2052	EPHX1
200185	KRTCAP2
408050	NOMO3
2542	SLC37A4
9145	SYNGR1
374882	TMEM205
23534	TNPO3
23376	UFL1
84833	ATP5MK
862	RUNX1T1
326	AIRE
4288	MKI67
6733	SRPK2
9049	AIP
5208	PFKFB2
5318	PKP2
56342	PPAN
51663	ZFR
23205	ACSBG1
2180	ACSL1
2182	ACSL4
23305	ACSL6
55902	ACSS2
290	ANPEP
875	CBS
8824	CES2
1447	CSN2
1476	CSTB
55661	DDX27
11034	DSTN
79180	EFHD2
10020	GNE
10223	GPA33
11321	GPN1
55766	H2AJ
3010	H1-6
3882	KRT32
3887	KRT81
9562	MINPP1
55505	NOP10
57532	NUFIP2
5091	PC
113026	PLCD3
5644	PRSS1
23550	PSD4
9401	RECQL4
23212	RRS1
1992	SERPINB1
5269	SERPINB6
10927	SPIN1
29966	STRN3
134957	STXBP5
9540	TP53I3
7178	TPT1
29889	GNL2
26229	B3GAT3
